,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
sub_0257,11.6743069,0.889428654,0.980885654,3.871539463,3.697156236,3.590829911,3.643929815,1.644259113,9.859634408,8.66772095,0.435217844,11.89401275,8.441689817,5.083857707,17.32312309,5.982865929,7.580193368,2.004965405,8.050984992,5.910746595,0.828347048,3.08046718,3.492308914,0.44425475,0.42636157,0.370984726
sub_0258,12.49328779,1.383576912,1.225349375,3.137203785,3.068421374,2.930259587,3.297717554,1.63775896,10.29034567,9.838111068,0.755581333,13.90908647,8.511583075,7.552311876,14.70642331,9.980806871,6.789527314,2.143581477,9.839935267,8.100199974,1.081769138,3.05701481,3.550430402,0.465818856,0.358067849,0.404958612
sub_0259,11.59536546,0.977628136,1.251460525,3.306697457,2.757419464,2.720830114,3.181980527,1.482791998,8.815609495,8.649992838,1.034923378,17.01449488,9.261640036,6.2953068,17.40175073,8.825604001,6.755722054,1.983087676,7.760859603,6.175567391,0.922425029,2.279425143,2.849845445,0.305904391,0.40820127,0.484664743
sub_0260,11.72168706,1.136694237,1.273988179,4.410785793,4.012515505,3.90687895,3.825764728,1.893021906,11.4801694,9.141266484,0.960043638,14.06192547,10.86912996,6.393023487,16.7231332,10.99100465,7.727508886,2.193983175,7.686013982,6.209416021,1.237128402,2.906421084,3.068363352,0.43643954,0.497794738,0.605805356
sub_0261,10.98572477,0.775105957,0.722813648,3.457914619,3.917831309,3.119657359,3.381126471,1.33755611,7.466981518,7.591961599,1.001744869,11.70809358,9.202692403,5.049015982,12.21964362,8.838033553,5.884224969,2.090011477,7.112826596,6.320820568,1.166315926,3.536948997,3.710945137,0.339374979,0.341117059,0.50320004
sub_0262,10.65423847,1.157848345,1.244727518,4.976948667,5.327805951,4.881157719,4.225768188,1.553275502,10.44254223,11.79968026,0.816987376,11.36094325,8.871530471,6.063729839,12.70563432,8.697704246,6.787210219,2.070780771,9.114834471,9.067647381,1.228807724,4.184575348,4.643069805,0.423404773,0.345371948,0.47907445
sub_0263,13.45225882,1.478153644,1.580071777,4.133629656,4.176254304,3.327501365,3.762894098,1.544874419,11.26098803,9.970540166,1.093810053,14.44447644,10.18612483,6.217637399,16.57303724,10.29152314,7.706494679,2.38678639,8.017291946,6.022518779,1.068037454,3.949487194,3.979924153,0.346453763,0.515302833,0.387256045
sub_0264,11.53833143,1.128400275,1.310246853,3.487730249,2.571534087,3.929953103,4.407149062,1.498192758,10.10922375,10.01165333,0.985055373,14.52110311,8.184369883,7.196396784,12.82457212,8.319124647,7.916468892,2.22834963,8.030058648,7.446507075,1.077304829,4.42213487,4.401701931,0.39370936,0.407098752,0.440552986
sub_0265,12.67757503,1.738269744,1.751826551,3.151081938,3.359255455,3.663905715,3.729567381,1.511928324,8.543769389,8.712670693,1.086218904,12.51265443,10.18966255,4.805917688,12.65688948,9.187677788,6.055549993,2.489289469,8.915400732,8.624613305,0.94535429,3.391340256,3.086562621,0.334544742,0.455483256,0.497097204
sub_0266,11.42069307,0.7802811,0.843174775,3.286675719,3.918119725,3.030164412,2.518720146,1.383882745,10.46985915,10.02118851,0.933553859,12.67967583,9.911474188,6.169198452,12.71654175,9.043629718,7.036575258,1.806638738,7.609985188,6.767320581,0.861098688,2.872152734,2.893028601,0.353189977,0.458118599,0.542345547
sub_0267,11.69264422,0.937091671,0.803163326,3.779344219,4.400050969,3.826767143,3.61492783,1.440399239,8.372836908,7.748697604,1.048480493,10.07405426,7.611889338,6.370698706,10.90305364,6.936591452,6.644513692,1.763462441,7.901914372,7.532848043,1.117052792,4.007546182,4.011115508,0.437084092,0.309784318,0.433588582
sub_0268,14.68034238,1.115021967,1.403552501,3.754205255,3.888089195,4.113059396,3.654116341,1.720760497,9.224226267,9.062290584,1.009904291,15.21109243,10.00169078,6.477659087,14.71542682,9.140530259,7.056039627,2.382014427,9.624150388,8.928834025,1.283253197,3.510050726,3.429425571,0.42740931,0.556340239,0.504502675
sub_0269,6.431575206,1.414284395,2.223101311,1.48937467,2.142785736,2.869761347,2.703198771,1.30152451,11.89303653,9.194656962,0.511978251,8.317573035,4.402034775,0.037584121,7.848072888,5.299337557,2.692735464,1.702404825,0.540339095,0.889832666,0.869813835,1.102085314,0.557139754,0.245562041,-0.119502354,-0.101082946
sub_0270,13.83748011,0.887995286,0.867145432,5.362668003,5.749375845,4.433620218,4.6266511,2.293862678,11.68083706,10.95754574,0.995634192,14.63134367,10.02350163,7.547125877,15.36484756,11.3803256,7.645102947,2.565776423,10.5100365,8.966921403,0.742553272,4.122283784,4.203352898,0.371306383,0.429362267,0.470391304
sub_0271,10.05356226,1.231799605,1.317159872,3.295577612,2.89387247,4.034335178,4.515165934,1.519309149,12.10413946,11.87912223,0.886930036,13.54718991,7.777536148,5.878706199,14.21622976,6.729576166,7.186858546,1.943147219,5.498927221,5.886343018,1.112992346,3.194341699,2.657959871,0.333743371,0.422596887,0.360304415
sub_0272,13.65172036,1.828031627,2.030410561,3.898637304,3.953244483,3.952857574,4.066362191,1.91547241,10.97767514,10.90983756,1.123866016,15.17260286,10.61060028,5.882982307,16.05787166,11.26318379,8.392798365,2.790275869,7.152834994,6.331055447,0.883888647,4.277839458,4.228303454,0.206262651,0.480892468,0.595276176
sub_0274,13.78482357,0.969919659,1.083336249,3.968389503,4.569685742,3.156873501,3.520894776,1.681414314,12.13593318,10.21746586,1.099908904,15.27473002,11.30383945,6.734255068,16.42309613,11.51811265,7.138627798,2.044679493,7.813823602,6.347405772,1.099245561,3.513224649,3.622499692,0.395853644,0.567999763,0.705693081
sub_0275,11.58141206,1.169251389,1.289022438,4.156220614,3.480825486,3.962453776,4.421035026,1.512432938,10.12375593,10.16271167,0.939387283,14.18847819,9.048616729,6.583630215,13.8168577,9.211720157,6.844277954,1.857861185,8.74055233,7.068255803,1.128770588,3.663240595,3.358001216,0.326784963,0.406242554,0.531630206
sub_0276,14.83700059,1.440969425,1.506475991,4.501080242,4.900534845,4.399731159,4.220959495,1.740256283,10.10536658,10.20321581,1.253811026,16.95717432,10.81572708,6.887540655,18.747306,11.00796958,7.998280471,2.559907146,10.23876133,8.573079914,0.979033553,4.422598713,4.103660876,0.349560303,0.418704709,0.447131918
sub_0277,11.44236146,1.117939017,1.20239359,4.002246283,3.893600762,3.547831584,3.569068655,1.836601999,8.032334126,9.150708125,0.974342296,14.37736747,10.29654378,4.982273966,14.1702946,8.931550339,7.752089415,1.070666835,6.967380718,6.640935467,0.767520677,2.770276575,2.492259167,0.3275823,0.486685114,0.504166178
sub_0278,11.87796516,1.289846735,1.355614252,3.244490155,3.308807819,3.925745888,4.580178115,1.617446537,8.473775834,7.946239755,0.89516813,11.98409334,9.032927649,6.068355953,13.24175083,8.598479664,7.12299053,1.766081609,7.964814114,5.944546574,0.858927517,2.967036536,2.91277761,0.305943121,0.370400824,0.416270177
sub_0279,12.55815406,1.404287915,1.063929567,3.743571127,4.576374252,3.177933475,3.169539217,1.230156113,8.207623932,8.588379344,0.921447478,12.62953683,7.988607175,4.382339278,12.866228,8.482729552,5.080817313,2.28304044,1.259660618,3.062788839,0.984399197,1.188232277,2.889496546,0.321563175,0.218014975,0.322772609
sub_0281,10.54126564,0.794887034,0.774621134,3.253322235,3.810007677,3.58081852,3.265200969,1.689257819,8.249758661,8.099364486,0.955372526,12.20378737,7.171265172,5.548822298,12.3969539,6.534837129,5.682052635,1.216368246,8.386914835,8.193255654,0.739320344,2.377416925,2.964043755,0.315756396,0.485618644,0.457309244
sub_0282,10.82610331,0.906012166,0.81012216,5.089548002,4.610790417,4.220244519,4.086076586,1.599005181,10.09775098,9.101023515,0.842790601,12.60717507,10.49962417,6.0479816,14.82739472,8.393207891,7.7763508,1.963604276,7.734759698,5.309292753,1.026308335,3.102779267,3.46218517,0.330697096,0.424951102,0.322934444
sub_0283,9.873935474,1.090536531,0.969327907,3.706427718,4.042134707,3.766149362,3.406046993,1.692265811,10.12597267,9.596903373,0.942437852,12.58669804,7.352985989,5.023721797,14.63912276,6.752598581,6.47113868,1.628830672,7.558811978,7.127916081,1.104900719,2.591743901,3.235501496,0.39370441,0.467807141,0.396184651
sub_0284,8.787438489,1.101267576,0.783544026,3.021350712,4.086772406,3.630137785,3.074811952,1.552867447,10.20069689,8.784951809,0.717873181,12.38404953,8.82275227,5.564285956,13.31975195,9.856376024,6.705117771,2.201235951,8.219437891,6.464794923,0.817233123,3.353967308,3.390564979,0.292193318,0.453444206,0.374723048
sub_0285,14.24288291,0.735641168,0.905625032,2.44341516,2.481098421,2.676770522,3.348070609,1.408684349,7.457561101,6.57039059,0.864193808,13.07328796,10.22687518,6.775585438,13.44084073,10.07293576,7.555551971,2.139152708,8.463011143,6.919865368,0.993754216,3.447411931,3.157916198,0.373028224,0.314700793,0.404495691
sub_0286,12.29710161,1.423653798,1.403704302,3.242781383,3.724893682,3.396898996,3.331440181,1.500133641,8.421884203,8.802557357,1.326325305,13.52074989,9.679531475,7.199555008,14.44068036,9.607719566,7.612242659,1.840341635,6.82507693,6.498171811,0.912778997,3.601990132,3.136224326,0.359218714,0.511394139,0.570892844
sub_0287,11.76909526,0.867437434,0.893573325,3.183450133,4.110697862,3.847460813,3.107908229,1.236615586,8.357721844,7.78306762,0.86130734,14.53829499,7.390940063,6.721256785,14.27699007,8.657499998,6.808401391,2.098491822,8.371736871,8.81151812,0.970131488,3.286317977,2.902090299,0.272390895,0.460683292,0.506670381
sub_0288,10.2803816,0.69675843,0.775061207,4.142124614,4.14652485,3.794055977,3.353178343,1.408984492,8.16775477,8.748580779,0.629029988,12.33188403,8.764336928,6.550148514,13.9149001,9.037809825,7.651330421,2.054712377,8.626285064,7.966643282,0.880923261,4.004201972,3.588044923,0.265330876,0.416305571,0.462507644
sub_0289,11.19155772,0.99995411,0.936522788,3.029734165,3.587526503,2.213031936,2.227779287,1.371541372,8.229450684,6.892685408,1.098176302,12.03570928,7.33100549,5.92808392,12.10571742,9.315644023,5.846958353,1.944854421,8.158247511,5.894384322,0.796710831,3.348326295,3.0437279,0.296979328,0.449833652,0.472074994
sub_0290,10.13377353,1.108979742,1.436765049,2.704565267,2.180139097,3.14883713,2.669881705,1.239315279,7.508129091,7.82998003,0.927444355,11.16681004,7.600314057,4.253785328,10.58336175,8.691917553,5.63694871,1.623080414,6.845588267,8.05111453,0.781124018,2.721684797,2.565146138,0.356130757,0.386359453,0.401894358
sub_0291,11.95344353,1.01602696,1.053019509,3.057752101,2.542251767,4.28014021,3.605090566,1.218187199,8.577013801,9.347239034,0.76829266,12.60073819,9.039412929,4.609955335,12.9741448,7.726996118,6.448669544,1.902012074,8.072684976,5.698635511,0.615581922,2.575770683,2.854460438,0.309703319,0.358908776,0.514113175
sub_0292,10.66766623,1.262613021,1.433812362,2.564540124,2.719648078,3.780611802,3.668901267,1.21527301,10.56237402,9.617528139,0.715460474,13.67321746,8.395120588,5.764124843,13.62535264,7.92918481,6.037063343,1.949198474,8.332743218,6.070732354,0.803877875,2.832700164,3.995150557,0.277069689,0.471939048,0.555978309
sub_0293,9.296122706,1.130334018,0.897649678,4.537578313,4.943707616,3.659345831,3.868088781,1.778769434,11.76474014,11.88039917,1.085199898,12.84677347,8.774931951,5.98613325,15.79739121,9.350304924,8.623062044,1.859846256,8.358650725,3.476358588,0.655744723,4.102709666,5.773807382,0.146038051,0.437863108,0.311788433
sub_0294,11.77185083,1.471033337,1.443214054,3.067436721,3.536538295,3.810005183,3.621277861,1.336746221,8.815124024,8.91835445,0.710151205,12.16810554,9.419812024,6.971335605,13.22811831,9.221571473,7.92284417,1.996565277,6.628036658,5.528676341,1.115825012,4.013709914,4.292828949,0.408484976,0.540892451,0.649042602
sub_0295,12.40993425,1.182915832,1.333031003,3.2647009,3.595023552,4.505021777,4.502151725,1.467437335,10.77437601,10.12435527,0.753242766,13.17166236,8.914150168,6.061332461,14.25183366,8.387590517,6.498068584,2.018015049,8.761346423,7.723883444,0.795450092,3.859455077,3.963789086,0.391903499,0.373649351,0.480338473
sub_0296,7.775592842,1.411343502,1.009684095,3.945758604,3.368611157,5.285973131,4.154949847,1.505291022,9.761546448,10.1715412,0.689342095,13.62277376,9.123430662,5.972048982,12.80921715,8.941521615,6.95163212,1.927423173,5.933223567,7.361776424,0.872722824,4.057206338,3.291159609,0.373931807,0.421109841,0.522699527
sub_0297,9.880999193,1.097817522,1.089602637,3.36233816,3.995570905,3.645862873,3.787479191,1.814507821,9.554982894,8.311479417,0.677294034,12.39637809,7.891314681,5.803828111,11.66127381,8.993104701,6.132406104,1.881483855,7.384936414,6.162719035,0.785691187,3.388605572,3.672856656,0.226877042,0.403694966,0.424580378
sub_0298,11.41012214,0.913671102,1.121557607,3.828036659,4.577747297,3.468989609,3.817926866,1.189157205,11.18816322,9.430446297,0.88910179,14.49981469,7.315965789,6.778027532,14.79391693,9.726818016,7.900747965,2.008555325,9.707654021,6.530523825,1.202896138,3.124807126,2.590322969,0.338586947,0.466560985,0.534124697
sub_0299,7.937414846,0.509537029,0.91866259,3.395032114,4.135604664,3.477219684,3.241420449,1.714190628,10.70212473,9.682392261,0.669017921,13.08777589,7.192648618,6.501422633,14.02178145,8.267999933,5.655822882,2.040951426,6.945319729,5.046548544,0.889383927,2.992444109,2.661059556,0.345339969,0.394282724,0.327242304
sub_0300,9.925240326,0.962396281,1.083175792,4.008578497,4.793261012,4.146255011,3.446313725,1.77774889,10.17737185,8.892446992,1.050564069,14.42713562,7.203167913,6.576184466,13.63599942,7.486777961,6.303301032,2.293693683,7.052517708,6.829462394,1.114049186,3.359532352,3.447014679,0.413409263,0.460310339,0.474907439
sub_0301,13.31959256,1.062965008,1.157796076,3.594527823,3.453811618,3.514288,3.700232738,1.424812046,8.459601423,8.601501253,0.806610846,12.12787912,9.485542962,6.046700661,12.64466394,8.01270186,6.524216625,2.195466582,7.307079641,6.561068865,0.620152042,3.380142176,3.215631337,0.405611361,0.287314301,0.494395657
sub_0302,14.23035695,0.880443072,0.992680466,3.893666098,3.537061068,3.122464741,3.968299073,1.584879584,9.088895423,9.57931505,0.997024854,15.66897811,9.662407009,7.911532193,14.07126318,9.990461972,8.002796254,1.837171735,8.398222495,9.981129112,1.096844676,3.868924147,3.057030249,0.299126022,0.567058959,0.439224581
sub_0303,6.715477514,0.899828221,1.298206484,3.596429141,3.756616907,3.458771642,2.519518035,1.722674342,8.51275772,8.682747929,0.412235294,10.17904579,4.173934751,2.997856097,14.0650172,6.046345728,6.241067943,0.765554088,2.644965333,3.182926301,-0.066616387,2.191473916,2.601997332,0.363999333,0.223926854,0.491822104
sub_0304,9.235478556,0.912096758,0.957838778,3.966329131,3.755809464,4.061832944,3.407669163,1.591623898,8.379253142,8.719761094,1.013600559,12.09836224,7.92772179,6.33860981,13.29356751,8.91609068,6.561850674,1.890142196,6.516986578,5.63886287,1.179807322,3.242717186,2.452002568,0.404627677,0.517851885,0.494750675
sub_0305,8.90785039,1.058632165,0.839202437,4.045724892,5.620268608,3.773493278,3.39313688,1.8343784,7.775318754,6.701653498,1.164333038,12.26426585,7.728125697,5.45366163,12.27545503,9.543334109,5.574058841,1.964240898,8.042996704,6.123965836,0.735346897,3.40800661,3.803181843,0.281282772,0.380091866,0.415343109
sub_0306,12.4864709,1.08742215,1.09214945,3.793747865,3.643700404,3.326129857,4.438415054,1.290805401,10.05543282,8.931271346,0.809572151,12.03015474,9.427955119,7.248750188,12.13273016,9.318189985,7.368409556,1.791667329,8.388045127,8.289652945,1.102015233,3.50297942,3.430409991,0.485740793,0.432883215,0.470240065
sub_0307,13.69132384,1.317255797,1.289299388,4.088376952,3.932155041,5.047807742,4.622530241,1.535272134,8.426737989,9.913277716,0.880233451,14.53145087,8.422487152,8.423970934,13.60145099,9.383472651,7.829852086,2.526808937,10.4281089,10.78641062,1.082104742,3.482287072,3.13854555,0.39676703,0.428709789,0.37200836
sub_0308,11.28877585,0.911209935,1.17317085,3.478022704,3.632817444,3.589042111,3.594031008,1.638864276,7.316557333,8.197808524,0.605453084,11.6044996,7.814164441,4.308569741,11.12897178,8.871260958,5.106529962,1.763478217,8.119961555,7.40666805,0.910966409,2.023134969,1.693403086,0.336514964,0.351701813,0.471839483
sub_0309,10.52946767,1.027542532,1.147159692,2.653140176,2.702551675,3.298261954,2.926952131,1.376037921,10.46211908,9.361817788,0.739079261,12.92479822,8.733687787,4.870371537,12.66397277,7.800212473,6.855586343,1.923324258,7.623493946,7.036639772,0.821892178,3.027051209,2.91313083,0.281059735,0.460201838,0.384851292
sub_0310,11.99147858,0.810146367,0.727348787,3.917450691,4.10511738,2.985613913,3.429758685,1.502241422,10.15203925,8.687664988,0.874894505,11.06076242,9.268753169,6.045835923,12.83197101,7.827847664,7.139008802,2.135732922,10.44347505,9.749688584,0.983562814,3.142240244,3.13507433,0.32094292,0.387437936,0.294497202
sub_0311,12.19053752,0.901527727,1.143742932,3.794256124,4.529552068,4.25542225,4.586370056,2.385112495,11.59736996,10.67931823,0.884088021,14.36081991,8.706574422,8.405005778,16.48176056,8.522490082,9.125645141,2.260094243,10.18277937,8.30378814,1.213583984,3.885210579,3.787496344,0.467115165,0.347800703,0.500233238
sub_0312,12.56271856,1.307340159,1.326679504,3.878104015,4.265063843,3.83443367,3.412134728,1.763319945,9.119747337,8.922304947,1.194082557,18.00508216,8.278752859,7.496590171,16.28556518,8.085217664,8.517740467,2.451165112,8.998477591,7.101310545,1.138510372,3.876526384,4.366089345,0.391038131,0.530231522,0.483104016
sub_0313,12.33788876,1.107432493,1.230712102,3.977219281,3.755738566,3.511051556,3.75174344,1.87627724,10.18362893,10.17884468,0.861723745,11.21631099,9.660887927,5.835021195,12.07201386,8.141568038,8.649513659,2.53549659,9.54961192,7.628142007,1.144727276,4.571361776,4.91364961,0.375124853,0.432773322,0.55486089
sub_0314,12.54710861,1.152128279,0.985164975,3.261430024,3.550769547,3.061280415,2.956292178,1.216438116,9.325365591,8.592028979,1.106903975,11.79480826,9.349035794,5.91867781,12.83415037,8.507407411,7.812611051,1.854831641,7.866183223,6.954178063,0.896887115,3.369884048,3.520970409,0.423226441,0.501606263,0.537572482
sub_0315,13.46968894,1.502884813,1.491818135,4.009194793,4.053600227,3.041228257,4.041642837,1.509436007,11.40971763,8.506010293,1.189935247,14.22028311,9.473527583,8.04673941,14.69759242,10.71661425,7.660340312,2.201565317,9.996610368,7.618743793,0.847198147,4.381790948,4.277687495,0.391948408,0.470820101,0.474175751
sub_0316,10.94560821,1.213727263,1.264590579,3.155824513,3.765757421,3.407340664,3.885346621,1.363888892,8.938276202,8.042239561,0.809740646,11.14768131,9.307951515,7.515264659,11.55913184,8.359386226,8.766140785,2.080080496,9.767426501,7.586444951,0.866547889,3.085959554,2.932856298,0.252443432,0.420525242,0.415386601
sub_0317,12.07133724,0.860491696,0.716656604,3.303458794,3.409802513,3.32260382,3.49658508,1.684382889,9.850675118,9.291687174,0.706205098,16.23557554,7.665296836,7.622921719,14.39415043,8.951810032,8.637697561,2.691602335,6.272323124,6.878089268,0.820829967,4.4391507,4.438270198,0.260595623,0.32369738,0.391886927
sub_0318,16.54684031,1.42624588,1.568113988,4.41677101,6.091342983,3.393670476,4.282218612,1.900259939,12.16849848,13.6662496,1.258244599,18.45644254,13.81392203,7.168895693,14.98402852,12.79351738,11.47759775,1.960727839,11.80796221,8.51613888,1.176232454,4.46984,4.697224466,0.352439764,0.72106095,0.687162093
sub_0319,13.00325648,1.300234033,1.551941757,4.126282382,3.654373589,4.517568937,4.026692562,1.730207957,11.68447809,13.33568063,0.961253718,15.84612547,11.13736325,8.968629074,16.06717193,10.87021005,8.132181189,2.633717161,10.56052199,10.58083355,1.2504941,3.070264495,3.312677988,0.418680571,0.501999707,0.47284569
sub_0320,11.64411365,1.071936906,0.844778777,3.281883991,3.086947591,2.832227628,3.54743688,1.579763373,7.443448899,7.532295881,1.013500337,14.37443686,8.094548352,4.681966549,14.4897774,7.011413738,5.4818671,1.857697714,5.560747887,5.32319613,0.734189996,2.726336161,2.825217812,0.253460696,0.722970687,0.568190596
sub_0321,13.25436757,0.901673244,1.307103889,4.58082554,4.061614082,4.164537508,4.841095737,1.741557171,8.837785979,9.472936938,0.711350934,18.60085641,9.371395798,5.640538002,18.26770195,8.133617234,7.53591813,2.36532685,8.197859009,5.732490082,0.782732316,4.070543243,4.9497271,0.376161309,0.51134448,0.555989441
sub_0322,13.708967,1.136393539,1.203219393,3.925028562,3.928390772,3.877243391,4.629258361,1.873486316,10.38364035,10.43351948,0.773559036,13.14333261,8.483819641,6.403390054,12.16982476,7.590436103,7.313247152,2.51811345,9.311327961,9.323152627,1.033524553,3.967400949,3.719826405,0.385949109,0.428693794,0.330575815
sub_0323,10.15285983,0.829770515,1.221129592,2.932391443,3.076774119,3.256539611,3.576031258,1.346168108,8.603215383,8.146936415,0.733969578,12.01285847,8.528744565,6.105940219,12.56791001,8.130343044,8.101418465,1.765581368,7.016022934,5.10673751,1.014188427,3.392446736,3.670097996,0.351089374,0.474830916,0.438686984
sub_0324,14.88738095,0.912542596,0.865277366,3.518147055,4.303183026,4.012408491,3.304206478,1.638051674,9.857569729,10.13663271,0.932941416,14.86014488,8.08388563,7.350556587,15.80428667,7.547818398,6.575910094,1.746301336,8.227110918,7.88880239,1.045635193,3.826001274,3.649063619,0.420631453,0.434102098,0.470629848
sub_0325,12.82654273,0.979090944,0.871795905,3.256782642,4.209772968,2.983045325,2.997377922,1.492061601,10.69687447,8.851292046,1.060725471,13.33091834,9.759516574,5.345587279,14.20733605,8.15161977,7.946260404,2.022378516,8.694438056,7.947613388,0.928655567,3.53071486,3.100358338,0.347344289,0.438342648,0.492075453
sub_0326,13.55190521,1.073007074,1.27490008,3.998701023,3.58399913,3.518014187,4.215780932,1.603367493,9.143188714,8.534046758,1.043534622,13.90577735,10.15450266,5.795076247,13.68220169,8.953326852,9.097745001,2.011574218,8.749805518,7.201104934,1.028892893,4.088650686,3.899338578,0.386943084,0.430950247,0.300610077
sub_0327,7.518900418,0.676027406,0.697544811,4.083458381,4.347397315,4.185235832,3.584793908,1.99499636,12.13779809,11.60575129,0.758627684,15.70816586,8.140881745,7.265515717,16.05256067,9.416884528,7.654430032,2.193415131,7.079901492,7.969558797,0.839049131,4.106234575,4.398164418,0.252647881,0.389096992,0.404421877
sub_0328,13.86313584,1.088872993,0.955476641,3.811884377,3.977147628,2.894868537,3.405325835,1.518189043,8.003136067,7.35194477,0.846829014,14.48739993,10.73106902,6.486143359,13.9836806,10.11294616,7.808034907,2.248168174,6.992006732,6.153389403,0.995917448,4.547107418,4.00963733,0.318681715,0.646789424,0.646855707
sub_0329,12.92843803,0.91143265,1.076282288,4.306796521,4.479584601,3.374691922,3.775935887,1.457677066,9.71162693,8.843974768,0.835675416,10.7317053,9.955537865,5.980620344,11.27486848,7.531963051,7.273803296,1.899532166,8.182827928,9.158493277,0.922032169,3.549974234,3.568645794,0.368140062,0.467526668,0.505937856
sub_0330,12.87962974,0.893474879,1.058509995,4.098329582,3.878277622,3.875657886,3.702628667,2.015460391,9.770983196,10.25377932,1.282040744,15.58871183,10.46880489,6.904335669,14.91092958,10.12183718,8.566848149,2.867462491,9.819815474,9.504841331,1.099496944,3.368349348,3.112395778,0.367140813,0.528496836,0.534976257
sub_0331,10.57997852,1.118160367,1.251146056,3.001757606,2.993751199,3.883938227,3.932744028,1.327610999,10.56180246,9.218433822,0.868187265,13.37565376,10.28045484,6.275375319,13.86015885,9.321314576,8.620404822,2.011140559,8.073321481,5.596399355,0.856372456,3.173879723,2.937440572,0.332467443,0.302220423,0.31625708
sub_0332,11.10430537,0.942647829,1.056419953,3.372758747,3.234000997,3.181114493,3.290700108,1.199289576,9.936990053,10.39087731,0.882189174,12.42888453,7.861117859,5.748034247,12.68686441,8.595082242,6.379598932,1.514536633,9.110645269,7.061505311,0.659329588,3.360522592,4.084020654,0.296845378,0.404855643,0.37914228
sub_0333,11.4075022,1.023579224,1.047888807,3.65253585,3.988289665,3.498825101,3.464902499,1.438210271,8.718573513,8.227290303,0.721629934,11.40489076,7.756009059,5.656776904,10.49786665,8.176475363,6.018710473,2.350152266,6.314076968,7.280879142,0.960649794,4.027492103,3.979263361,0.43713086,0.418592609,0.484134996
sub_0334,12.22536534,0.767336034,1.009122146,4.328250205,3.555055438,2.590906549,2.568063889,1.402476543,8.482741014,10.18197434,0.981563855,11.43067129,9.172009301,5.540142388,11.90572635,7.93266699,6.671996103,1.874854241,7.337708545,8.615336401,0.619764887,3.855357209,3.553159416,0.293109971,0.488387282,0.511389405
sub_0335,15.40364527,1.571480399,1.53315907,3.62250025,4.663266941,3.542090218,3.877037142,1.974318224,12.55426271,11.01034045,1.095315221,16.60650988,11.01036659,8.266461384,17.34172037,9.715140725,8.648876851,2.462135416,8.790237522,9.305884623,1.013979889,3.640842916,3.514235541,0.331788672,0.565524884,0.568352957
sub_0336,11.23239547,1.202102918,1.075915793,4.435465739,4.75555146,3.472068995,3.620090259,2.583050594,9.607480331,9.231989121,0.329649326,11.5800833,10.15402334,5.841906841,14.5792651,5.880787286,8.821208103,0.871946267,5.476885072,2.781350474,0.326006749,0.717128458,1.546663729,0.357265039,0.427004399,0.260524384
sub_0337,12.45472041,1.147610398,0.978283569,3.647434946,3.579511507,3.60479207,3.552640014,1.436909477,8.366026365,8.451115086,0.858853854,13.73335054,9.114302267,6.039207749,14.14066831,7.619227581,7.377621862,2.151669845,7.29245057,7.879473294,0.778794897,3.665422302,3.635677826,0.335456616,0.370934206,0.385922586
sub_0338,9.914052837,0.900280267,1.072485912,2.898777778,2.992976853,3.450127329,3.679516219,1.264491936,8.982650869,8.083982771,0.86563846,11.54737123,8.495741731,6.383145138,12.19162295,8.495583323,6.85718087,2.287339281,8.996619182,7.628110401,1.176606037,3.015557223,2.740485309,0.407437403,0.563737216,0.518646935
sub_0339,14.52787882,1.123810064,1.178028344,4.285177759,3.711302272,3.919369888,4.427282214,2.287986842,10.29183278,8.918683241,0.953932408,16.60383811,8.936957733,6.221112054,17.82474741,7.650314167,6.437888493,2.182515021,6.127243896,7.462287669,0.663175892,3.956973617,3.927694504,0.356430571,0.463651025,0.503685472
sub_0340,14.20423658,1.50800323,1.285666578,4.021798466,4.144565694,3.337601849,3.081400682,1.663107045,9.057770785,8.980216156,1.170070468,14.41359201,9.041887759,6.292589566,13.99267452,9.998820343,8.195288189,2.658763059,8.109484258,7.892232866,0.796025042,3.627318657,3.48434221,0.318918983,0.402157393,0.457519772
sub_0341,10.63524812,1.400831155,1.658521923,3.885151336,4.116657034,4.547541143,4.437864751,1.5739169,9.465211385,9.284780828,0.956569831,13.0346731,9.372779154,9.148085073,12.53683451,9.470627087,8.595550517,1.622722795,7.518823441,8.940430085,1.113160139,2.297779489,2.84105729,0.357347086,0.419554938,0.274403419
sub_0342,10.28424603,1.132877855,1.250315657,4.383215869,3.967628623,3.102778425,3.537815643,1.502658262,10.58314912,10.69541685,1.291998918,13.67868757,9.598173741,7.280523403,13.98079809,11.2743572,9.512285335,2.476771435,8.982020038,7.094688441,1.081317316,3.540146656,3.725430707,0.315120378,0.489883055,0.53305298
sub_0343,11.67434527,1.205522839,1.310466026,4.001284978,4.443340375,2.856051001,2.881561528,1.116353059,9.022129015,8.959529356,0.880004358,12.20976124,8.664424607,6.076922405,13.70579017,9.288238008,7.709672326,1.857079075,7.449528143,6.197129065,0.668689619,4.085450205,4.07737008,0.353247235,0.529233758,0.402852197
sub_0344,8.532601111,1.354374029,1.584604278,2.446831056,2.7549008,3.810745133,3.262626453,1.223277092,8.53798046,8.810096291,0.740218911,11.87639297,7.987472891,4.88795332,13.12882373,8.231894783,7.749880289,1.811808809,6.773083091,4.476916787,1.055612371,3.031865742,2.634822327,0.382786573,0.418514768,0.429351601
