,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
sub_0111,9.734620379,0.76679326,0.972451506,3.330922635,2.993409118,3.992177508,4.003140071,1.140924929,8.811295311,8.310076819,0.754744657,12.69207418,5.006804358,4.585816572,12.97922789,6.021622505,5.97514995,1.619555172,7.961076024,5.719828258,0.631290772,2.337157246,2.929232305,0.269387494,0.337949492,0.287864207
sub_0112,9.903066547,1.113959995,0.887757465,2.730998078,3.055327486,2.993352953,2.601603784,1.496311421,7.543040465,7.418080946,0.651261923,11.71116866,7.886814566,4.55845936,13.03068148,7.660629128,4.023408946,1.672171405,5.684509224,5.765904746,0.666860932,3.225541645,3.411518441,0.215730214,0.316861808,0.377775291
sub_0113,11.20551186,1.168824253,1.554296848,3.205951457,2.954018677,4.642819102,4.438492293,1.637283192,11.36414257,12.41193652,0.847104274,12.44609349,10.01053336,5.498195403,14.12476106,7.886301118,7.455024573,1.976938433,6.297155868,6.339674092,0.816252021,2.942266375,2.883117471,0.300258783,0.376694913,0.427224304
sub_0114,10.22924141,0.922499847,0.904158544,2.153823397,3.321005928,3.522325597,2.975116394,1.36608437,7.872171216,7.266128301,0.900432699,12.21064186,7.924194561,5.297123721,12.88528587,7.730179173,6.250487503,1.412883104,7.587350186,6.628528672,0.907812075,2.576821762,2.484157579,0.344106013,0.413557691,0.455912546
sub_0115,10.38204145,1.357287685,1.768405964,4.391668004,4.297647344,4.368653783,4.168677488,2.160936119,11.11926832,9.906481934,0.727331993,15.76019433,11.05412883,7.060391916,16.07762389,11.5106116,8.78383751,2.310160367,10.3490196,8.995074253,1.31852446,3.477365815,3.653802673,0.460836036,0.528375038,0.5693759
sub_0117,11.1151783,1.410270498,1.396467396,3.570871917,4.007595593,4.024997943,3.498989836,1.768570264,9.396646842,9.913847823,1.035164275,14.13124914,7.894203494,7.009891755,14.74412337,9.702539692,7.167224754,2.465519233,11.09920556,9.763262735,0.950815076,2.953620049,2.983556368,0.393573116,0.425809872,0.387562386
sub_0118,10.87953315,0.911977175,0.821823726,3.393485318,4.645014791,3.204551497,2.713195624,1.358932807,9.016568732,8.227524775,0.88016121,14.38433193,7.56036167,5.307378078,13.93197195,7.066924126,6.455887357,1.771732341,6.560151342,5.813751147,0.777404719,3.248080845,3.281104758,0.413157146,0.475237863,0.414342115
sub_0119,11.31511406,1.013586126,1.166307223,3.267126599,3.366143354,3.868949186,3.946310045,1.545759918,9.139582596,8.785086948,0.576736728,13.03334502,7.552773986,5.880217919,12.99952549,8.352282484,7.453439537,2.257883399,7.468263384,6.412290043,1.16000127,3.207620156,3.007692594,0.391970456,0.391100405,0.532284674
sub_0120,11.69076204,1.014908838,1.093069849,3.491551194,4.613489544,3.535497039,3.577009306,1.821591302,12.02772228,9.843008642,1.13362595,11.39324486,8.430143289,6.571398525,13.02371551,8.116219492,8.164790701,2.031332989,8.985190054,7.572730601,1.183069744,3.83731983,3.261910385,0.395836412,0.471730258,0.502219766
sub_0121,9.277503802,1.437004036,1.690570905,3.804145698,4.126506443,3.432387006,2.872992687,1.211623962,8.473766468,9.700991825,0.87030008,11.84926711,6.708824843,4.889268584,11.51475534,7.707725942,5.026251398,2.259618236,7.738383434,7.11208519,1.14900299,3.042915788,3.302521852,0.412318389,0.46730451,0.348718621
sub_0122,13.11995832,0.815986286,0.854641641,3.7973062,4.013223808,3.768528009,3.479208472,1.59491492,9.718265954,8.850348056,0.66794602,16.01056288,10.31361394,4.710986213,15.32063649,8.79591359,7.920214236,2.120295332,7.559022507,5.88315981,0.60783368,4.388907424,4.538133607,0.21201355,0.406352707,0.46254526
sub_0123,15.4671859,1.449456812,1.407561724,5.342858199,4.804985885,5.104363943,5.815896657,2.194061076,12.16808933,12.76570338,0.830966252,15.25299226,8.418576739,9.231493221,13.81898437,10.08092844,7.93239361,1.65740609,7.947479086,7.386842953,1.114440423,3.394937754,4.461350418,0.374042706,0.580818389,0.606674175
